Date of Incident,City,Select State,Hazard Description,Inspection Number,Federal or State Plan,Citation Issued Related to Fatality
3/6/2019,Aliso Viejo,CA,Worker died after being struck by shattered sheet of glass.,1383733,State,No
3/6/2019,Boca Raton,FL,Worker died in fall from roof.,1383454,Federal,Yes
3/6/2019,Las Marias,PR,Worker fatally struck by rear wheels of truck.,1383229,State,No
3/6/2019,Richmond,CA,Worker fatally struck by haulage vehicle.,1383807,State,Yes
3/6/2019,Streetsboro,OH,Worker died in fall from ladder.,1384358,Federal,Yes
3/5/2019,Bethalto,IL,Firefighter fatally struck by bricks falling from roof.,1387720,State,No
3/5/2019,Bethalto,IL,Firefighter killed in roof collapse.,1387694,State,No
3/5/2019,Elgin,IL,Worker stocking condiment shelves died in fall.,1424538,Federal,Yes
3/5/2019,Guaynabo,PR,Worker fatally struck by truck.,1382749,Federal,Yes
3/5/2019,Homestead,FL,Worker fatally struck by pickup truck.,1383464,Federal,No
3/5/2019,Washington Township,MI,Worker fatally injured in fall on ground.,1490932,STATE,No
3/4/2019,Alamogordo,NM,Woker died in fall from roof.,1383183,State,Yes
3/4/2019,Brooklyn,NY,Worker died in fall when dismantling storage shelf.,1382317,Federal,Yes
3/4/2019,Enid,OK,Worker died in tank explosion.,1383604,Federal,Yes
3/4/2019,Milwaukee,WI,Worker died died in fall down elevator shaft.,1382558,Federal,Yes
3/4/2019,North Charleston,SC,Worker died in fall from from height in residence under construction.,1385473,State,Yes
3/4/2019,Stanton,TX,Two workers died in heater explosion.,1383066,Federal,No
3/2/2019,Decatur,GA,Worker died in tree after being entangled in rope.,1382088,Federal,Yes
3/1/2019,Berwick,ME,Worker died in building fire.,1384505,State,Yes
3/1/2019,Reno,NV,Two workers in maintenance building died from carbon monoxide exposure.,1387110,State,No
3/1/2019,Santa Fe Springs,CA,Worker fatally injured after becoming caught in die cutting machine.,1382323,State,No
2/28/2019,Bonita Springs,FL,Worker died in fall from roof.,1382215,Federal,Yes
2/28/2019,Lancaster,PA,Worker fatally crushed while repairing pallet jack.,1381903,Federal,Yes
2/27/2019,Bel Air,MD,Worker fatally struck by falling tree.,1380981,State,Yes
2/27/2019,Columbia,MS,Worker died in fall from ladder after receiving shock from light fixture.,1382638,Federal,Yes
2/27/2019,Conover,NC,Worker died in fall from top of trailer.,1382651,State,Yes
2/27/2019,Kiamesha Lake,NY,Woker died in fall from roof.,1381784,Federal,No
2/27/2019,Louisville,KY,Worker fatally injured in wall collapse.,1381678,State,Yes
2/27/2019,Punta Gorda,FL,Worker fatally inkured when forklift flipped.,1381340,Federal,Yes
2/27/2019,Rohnert Park,CA,Worker fatally struck by truck.,1381646,State,No
2/27/2019,Tampa,FL,Worker fatally struck by falling crates.,1381554,Federal,Yes
2/26/2019,Anaheim,CA,Worker died in fall from ladder.,1385439,State,No
2/26/2019,Atkinson,NE,Worker fatally struck by equipment falling from truck.,1381817,Federal,No
2/26/2019,Philadelphia,PA,Worker fatally shot during pizza delivery.,1381783,Federal,No
2/26/2019,Sandston,VA,Worker fatally injured after tripping on pallet.,1382294,State,No
2/25/2019,Prairieville,LA,Worker died in fall from steel beam.,1381056,Federal,Yes
2/25/2019,Troy,MI,Worker fatally struck by vehicle.,1380867,State,No
2/23/2019,Chattanooga,TN,Worker fatally struck by vehicle.,1384188,State,No
2/22/2019,Accokeek,MD,Worker died in fall from roof.,1380676,State,No
2/22/2019,Cimarron,KS,Worker fatally engulfed in grain bin.,1380411,Federal,Yes
2/22/2019,Montebello,CA,Worker fatally injured when clothing became caught in lathe.,1380834,State,No
2/22/2019,Orange,CA,Worker died in fall from roof.,1396930,State,Yes
2/21/2019,Henderson,KY,Worker fatally crushed under skid steer.,1389239,State,No
2/21/2019,Lakeway,TX,Worker drowned while performing underwater pump maintenance.,1380591,Federal,Yes
2/20/2019,Thorofare,NJ,Worker fatally crushed between truck and trailer.,1380389,Federal,No
2/19/2019,Jamaica,NY,Worker fatally crushed by cargo elevator.,1379413,Federal,No
2/19/2019,Lewes,DE,Worker fatally struck by concrete truck.,1379178,Federal,Yes
2/19/2019,Merced,CA,Worker fatally crushed by bales of corn stock.,1379560,State,No
2/19/2019,Santa Ana,CA,Worker fatally struck by tire rim.,1379721,State,No
2/18/2019,Big Spring,TX,Worker fatally crushed under rear wheels of trailer.,1379789,Federal,Yes
2/18/2019,Saint George,UT,Worker died in trench collapse.,1379740,State,No
2/17/2019,Brighton,CO,Worker fatally struck by object falling off forklift.,1379063,Federal,Yes
2/17/2019,Louisville,KY,Worker fatally crushed between moving fixture and stairs.,1378985,State,Yes
2/17/2019,Napa,CA,Worker died in fall from ladder.,1379436,State,No
2/16/2019,Ashland,OR,Worker axphyxiated in snow after fall.,1380326,State,No
2/16/2019,Rochester,MN,Worker died in fall from ladder.,1381680,State,Yes
2/15/2019,Salem,MA,Worker fatally crushed when excavator rolled over.,1378976,Federal,Yes
2/14/2019,Godley,TX,Worker fatally struck by excavator bucket.,1380100,Federal,Yes
2/14/2019,Warrenton,VA,Worker died when aerial lift overturned.,1378401,State,Yes
2/13/2019,Houston,TX,Worker died in fall to concrete floor.,1379164,Federal,Yes
2/13/2019,Madisonville,TX,Worker fatally struck by semi-trailer truck.,1379525,Federal,Yes
2/12/2019,Centerville,TX,Worker fatally struck by pickup truck.,1378666,Federal,Yes
2/12/2019,Murfreesboro,TN,Worker died in fall from staircase landing.,1377946,State,Yes
2/11/2019,Banner Elk,NC,Worker fatally struck by falling tree.,1381257,State,Yes
2/11/2019,Gardena,CA,Worker fatally struck by milling machine axis.,1377671,State,No
2/11/2019,Lexington,GA,Worker fatally struck by forklift.,1377507,Federal,Yes
2/10/2019,Suffield,CT,Worker died in fall from ladder.,1377438,Federal,No
2/9/2019,Bartlett,IL,Worker died in fall from billboard.,1377500,Federal,Yes
2/9/2019,Charlotte,NC,Worker died in fall from ledge of building under construction.,1378136,State,Yes
2/9/2019,South Lyon,MI,Worker died from sulfuric acid burns.,1378461,State,No
2/9/2019,Torrance,CA,Worker died in fall from roof of mobile home.,1380764,State,No
2/8/2019,Akron,OH,Worker fatally crushed between two trucks.,1377049,Federal,No
2/8/2019,Altoona,PA,Worker fatally crushed by wooden shed.,1377373,Federal,Yes
2/8/2019,Mobile,AL,Worker fatally inkured in acetylene explosion.,1377272,Federal,Yes
2/8/2019,New Boston,MI,Worker fatally crushed under semi truck.,1378452,State,No
2/8/2019,Richardsville,KY,Worker was murdered at job site.,1377827,State,No
2/8/2019,Thomas,OK,Worker fatally struck by backward-rolling forklift.,1377425,Federal,No
2/7/2019,Bessemer,AL,Worker fatally struck by hydraulic rod.,1377231,Federal,Yes
2/7/2019,Muskogee,OK,Worker died in fall from elevated platform.,1377636,Federal,No
2/7/2019,San Antonio,TX,Worker died after being thrown from truck.,1399596,Federal,No
2/6/2019,Williamsburg,KY,Worker fatally injured in vehicle rollover.,1377826,State,Yes
2/5/2019,Cleveland,OH,Worker fatally shot during robbery.,1377294,Federal,No
2/5/2019,Fleming,CO,Worker fatally crushed between two counterweights.,1376728,Federal,Yes
2/5/2019,Georgetown,KY,Worker fatally crushed between truck and trailer.,1377199,State,No
2/5/2019,Mesa,AZ,Worker fatally crushed by equipment.,1376017,State,Yes
2/5/2019,Terrell,TX,Worker in roadway work zone died in vehicle collision.,1376365,Federal,No
2/4/2019,Astoria,NY,Worker fatally crushed under fallen marble slabs.,1376231,Federal,No
2/4/2019,Clare,MI,Worker fatally struck by tire rim.,1376380,State,No
2/4/2019,Irving,TX,Worker fatally crushed by lawn mower.,1375932,Federal,Yes
2/4/2019,Jersey City,NJ,Worker died in fall from ladder.,1376687,Federal,No
2/4/2019,Pittsburgh,PA,Worker fatally struck by falling tree.,1375860,Federal,Yes
2/4/2019,Shelbyville,KY,Worker fatally struck by semi trailer.,1382664,State,Yes
2/4/2019,Winter Park,FL,Worker fatally struck by steel pipe.,1376914,Federal,Yes
2/3/2019,Truckee,CA,Worker died in skiing collision.,1375692,State,No
2/2/2019,Duncan,OK,Worker died after becoming caught in lathe machine.,1375843,Federal,No
2/2/2019,Findlay,OH,Worker died in fall from bed of truck to concrete floor.,1375587,Federal,No
2/1/2019,Immokalee,FL,Worker fatally struck by truck.,1375639,Federal,Yes
2/1/2019,Pacoima,CA,Worker died in fall from ladder.,1376016,State,No
1/31/2019,East Moline,IL,Worker died due to a fall.,1375264,Federal,No
1/31/2019,Fort Worth,TX,Worker fatally crushed by bales of recycled material.,1374953,Federal,Yes
1/31/2019,Holtville,CA,Worker fatally crushed when tractor overturned.,1375273,State,Yes
1/31/2019,Miami,FL,Worker fatally shot during  carjacking.,1369204,Federal,No
1/30/2019,Alexandria,VA,Worker fatally crushed between aerial lift and I-beam.,1374859,State,No
1/30/2019,Lewisburg,TN,Worker fatally struck by dump truck.,1375536,State,No
1/30/2019,Quarryville,PA,Worker died in fall from truck.,1375201,Federal,No
1/30/2019,Rose Hill,KS,Worker fatally struck by truck.,1374673,Federal,Yes
1/30/2019,Salt Lake City,UT,Worker died from injuries after slipping and falling on ice.,1375408,State,No
1/29/2019,Arbor Vitae,WI,Worker died after becoming caught in conveyer belt.,1374648,Federal,Yes
1/29/2019,Katy,TX,Worker died in fall from second story interior.,1375859,Federal,Yes
1/29/2019,Mayaguez,PR,Worker died in fall down elevator shaft.,1374634,State,No
1/29/2019,Pine Knoll Shores,NC,Worker framing house died in fall.,1375423,State,Yes
1/29/2019,Shalimar,FL,Worker fatally struck by forklift.,1375500,Federal,Yes
1/29/2019,Wichita Falls,TX,Worker died in fall from short-bed trailer.,1376723,Federal,Yes
1/28/2019,Chantilly,VA,Worker died in fall from ladder.,1374248,State,No
1/28/2019,Draper,UT,Worker died in fall from scaffold.,1374486,State,No
1/28/2019,Fort Lauderdale,FL,Worker died in fall from wall.,1375895,Federal,Yes
1/28/2019,Hialeah,FL,Worker died in fall from ladder.,1375623,Federal,No
1/28/2019,Islamorada,FL,Worker died in fall from roof.,1375118,Federal,Yes
1/28/2019,Woodland Park,CO,Worker fatally crushed between forklift and ground.,1374653,Federal,No
1/27/2019,Darlington,SC,Worker fatally shot during delivery.,1376054,State,Yes
1/27/2019,Manteca,CA,Worker fatally crushed inside mold machine.,1374156,State,No
1/26/2019,Lincolnshire,IL,Worker asphyxiated after becoming caught in truck's salt spreader.,1374596,Federal,Yes
1/26/2019,Orlando,FL,Worker fatally crushed by truck.,1375484,Federal,Yes
1/25/2019,Calder,ID,Worker died when logging vehicle rolled down embankment.,1376145,Federal,No
1/25/2019,Milwaukee,WI,Worker fatally attacked by former coworker.,1375262,Federal,No
1/24/2019,Hallandale Beach,FL,Worker died in fall while climbing.,1375694,Federal,No
1/24/2019,Mentone,TX,Worker fatally crushed by pipe.,1373967,Federal,Yes
1/23/2019,Geneseo,NY,Worker fatally struck by pick up truck.,1374363,Federal,No
1/23/2019,Harveys Lake,PA,Worker fatally crushed between container and wall.,1373571,Federal,Yes
1/23/2019,Sebring,FL,Worker fatally shot during robbery.,1373771,Federal,No
1/23/2019,Tyler,TX,Worker fatally struck by steel beam.,1373278,Federal,No
1/22/2019,Nashville,TN,Worker died after being dragged by vehicle.,1373050,State,No
1/22/2019,Raleigh,NC,Worker died in trench collapse.,1373199,State,Yes
1/21/2019,Denver,NC,Worker died after clothing became caught in drive shaft of truck.,1373194,State,Yes
1/21/2019,Winston,GA,Worker fatally crushed when headwall fell from hoist.,1373275,Federal,No
1/19/2019,Rocky Mount,NC,Worker died in fall from roof.,1373503,State,Yes
1/18/2019,Maricao,PR,Worker died when bulldozer overturned.,1373015,State,No
1/18/2019,Rochester,NY,Worker fatally struck by vehicle.,1372714,State,No
1/17/2019,Deer River,MN,Worker fatally struck by log.,1372908,State,Yes
1/17/2019,Naples,FL,Worker died in fall from roof.,1372450,Federal,Yes
1/16/2019,Cleveland,OH,Worker fatally cruahed by collapsing structure during demolition.,1372290,Federal,Yes
1/16/2019,Daly City,CA,Worker fatally crushed between parked vehicle and side loader.,1371712,State,No
1/16/2019,Fort Myers Beach,FL,Worker electrocuted by wood burning tool.,1372292,Federal,Yes
1/16/2019,Miami,FL,Worker fatally struck by grapple.,1371956,Federal,No
1/16/2019,Sterling,VA,Worker died n fall from aerial lift.,1372003,State,No
1/15/2019,Chatsworth,CA,Worker fatally crushed by storage rack and metal bars.,1375889,State,No
1/15/2019,Midland,TX,Worker died in tanker truck explosion.,1371621,Federal,Yes
1/15/2019,Orangeburg,NY,Worker fatally injured after being pulled into blender.,1372055,Federal,Yes
1/14/2019,Baldwin,NY,Worker died after being struck by vehicle.,1371977,Federal,No
1/14/2019,Columbus,OH,Worker died after becoming caught in car wash machine motor.,1371225,Federal,Yes
1/14/2019,Falls Church,VA,Worker fatally crushed between rolling vehicle and wall.,1371979,State,No
1/14/2019,Fremont,NE,Worker died in fall from skylight.,1371416,Federal,Yes
1/14/2019,Guaynabo,PR,Worker fatally shot while leaving work.,1388097,State,No
1/14/2019,New Orleans,LA,Worker fatally struck by bulldozer.,1372355,Federal,No
1/14/2019,Saint Joseph,KY,Worker died in fall from catwalk.,1372630,State,Yes
1/13/2019,Reno,NV,Worker fatally struck by car.,1371762,State,No
1/12/2019,Bakersfield,CA,Worker died in fall from steel structure.,1372705,State,No
1/11/2019,Green Bay,WI,Worker fatally struck by vehicle.,1371368,Federal,No
1/11/2019,Philadelphia,PA,Worker died in fall from scaffold.,1371113,Federal,Yes
1/11/2019,Saint Petersburg,FL,Worker in tree electrocuted by contact with overhead power lines.,1370801,Federal,Yes
1/11/2019,Wilmington,DE,Worker fatally struck by cable that broke during demolition.,1370974,Federal,Yes
1/10/2019,Brooksville,FL,Worker fatally struck by helicopter blades.,1370893,Federal,No
1/10/2019,Carolina,PR,Worker fatlly crushed when forklift fell from sky track.,1371211,State,Yes
1/10/2019,Lancaster,OH,Worker fatally crushed between two concrete structures.,1370331,Federal,Yes
1/10/2019,Old Hickory,TN,Worker fatally crushed between machine parts.,1370482,State,Yes
1/10/2019,Rapid City,SD,Worker tied in fall from cell tower ladder.,1371044,Federal,Yes
1/9/2019,Denver,CO,Worker died after being struck by oncoming vehicle.,1370543,Federal,No
1/9/2019,Wilmington,DE,Worker died in fall from scaffold.,1370340,Federal,Yes
1/8/2019,Las Vegas,NV,Worker repairing roof lighting died in fall through hatch.,1375566,State,Yes
1/8/2019,Monroe,LA,Worker replacing lighting electrocuted by contact with high voltage wire.,1370348,Federal,Yes
1/8/2019,Pennsburg,PA,Worker died in fall from scaffold.,1369997,Federal,Yes
1/7/2019,Albuquerque,NM,Worker died from complications after falling on ice.,1371605,State,No
1/7/2019,Newberg,OR,Worker died in semi-truck collision.,1370451,State,No
1/7/2019,Newberg,OR,Worker died in semi-truck collision.,1407940,State,No
1/7/2019,Newport News,VA,Worker died in fall from scaffold.,1369468,Federal,No
1/7/2019,Richmond,VA,Worker fatally crushed between between truck and rotary lift.,1369546,State,Yes
1/6/2019,Brooklyn,NY,Worker died in fall from elevated highway.,1380452,State,No
1/6/2019,New Bedford,MA,Worker fatally caught in rotating machine shaft.,1369678,Federal,Yes
1/5/2019,Cantua Creek,CA,Worker fatally crushed by machine arm.,1369696,State,No
1/5/2019,Cantua Creek,CA,Worker fatally crushed when shaker arm loosened.,1369742,State,No
1/5/2019,Clinton,IA,Worker died fighting fire after grain bin explosion.,1371043,State,No
1/5/2019,Coeur D Alene,ID,Worker died from septic shock after being gouged by resident's fingernails.,1372780,Federal,No
1/5/2019,Corpus Christi,TX,Workerd drowned after falling from scaffold into channel.,1369489,Federal,Yes
1/5/2019,Marysville,WA,Worker drowned after becoming entangled with boat ladder.,1370611,Federal,No
1/4/2019,Reynoldsburg,OH,Worker fatally crushed between conveyer and packages.,1370337,Federal,No
1/4/2019,Saline,MI,Worker died in fall from ladder.,1369221,State,No
1/3/2019,Bloomington,CA,Worker fatally struck by vehicle.,1369499,State,No
1/3/2019,Bozeman,MT,Worker fatally crushed between hay bale and flatbed of truck.,1370295,Federal,No
1/3/2019,Powdersville,SC,Worker fatally struck by tailgate.,1369565,State,No
1/3/2019,Visalia,CA,Worker fatally struck by wind machine.,1369188,State,No
1/2/2019,Durango,CO,Worker died in gas well explosion.,1369393,Federal,No
1/2/2019,Phoenix,AZ,Worker died in fall from tanker truck.,1368962,State,No
1/2/2019,Sinking Spring,PA,The worker was pinned underneath the vehicle.,1369089,Federal,Yes
1/1/2019,Tampa,FL,Worker fatally crushed under stone slabs.,1368860,Federal,Yes
12/31/2018,North Hollywood,CA,Worker fatally crushed under truck.,1374393,State,Yes
12/29/2018,Chicago,IL,Worker died in fire when flammable roofing materials ignited.,1368552,Federal,Yes
12/28/2018,Atlanta,GA,Worker died in fall from truck.,1370289,Federal,No
12/28/2018,Katy,TX,Worker electrocuted by power lines.,1368687,Federal,Yes
12/28/2018,Mapleton,MN,Worker died after becoming caught in rotating shaft of conveyer system.,1368781,State,Yes
12/28/2018,Orlando,FL,Worker died in fall from ladder.,1370312,Federal,Yes
12/28/2018,Sarasota,FL,Worker trimming tree died in fall.,1369237,Federal,Yes
12/26/2018,Baltimore,MD,Worker electrocuted when aluminum ladder contacted power lines.,1368147,State,No
12/26/2018,Groveport,OH,Worker fatally struck by weighted bar.,1368468,Federal,Yes
12/26/2018,Los Angeles,CA,Worker fatally crushed between trunk and dry palm frond ring.,1368447,State,No
